turn,task_id,event_id,post_id,result,selected_actions,progress_delta,safety_delta,hazard_delta,accident_delta,pending_state
5,T04,E15,safety_officer,maintain,A09|A06,0,-2,1,0,critical
6,T18,E36,safety_officer,maintain,A18|A23,0,-1,1,0,critical
7,T17,E05,recorder,maintain,A02|A03,0,-1,1,0,critical
8,T18,E36,resource_manager,complete,A17|A21,1,0,-1,0,none
1,T13,E27,safety_officer,complete,A01|A18,1,0,0,0,none
2,T02,E21,operator,maintain,A10|A14,0,-1,1,0,critical
3,T11,E12,recorder,maintain,A03|A22,0,-1,1,0,critical
4,T10,E20,resource_manager,complete,A24|A12,1,0,-1,0,none
5,T07,E26,safety_officer,complete,A19|A09,1,0,-1,0,none
6,T18,E18,resource_manager,maintain,A11|A05,0,-1,1,0,critical
7,T16,E12,safety_officer,complete,A17|A06,1,0,-1,0,none
8,T18,E26,resource_manager,wrong,A16|A21,0,-2,1,1,critical
1,T14,E03,recorder,complete,A19|A03,1,0,0,0,none
2,T01,E18,recorder,complete,A22|A20,1,0,0,0,none
3,T05,E13,operator,maintain,A15|A09,0,-2,1,0,critical
4,T07,E18,resource_manager,maintain,A11|A12,0,-1,1,0,critical
5,T07,E18,safety_officer,maintain,A18|A23,0,-1,1,0,critical
6,T08,E11,recorder,wrong,A13|A17,0,-4,1,2,critical
1,T09,E33,resource_manager,complete,A12|A24,1,0,0,0,none
2,T13,E04,recorder,maintain,A20|A06,0,-1,1,0,critical
3,T05,E07,safety_officer,complete,A13|A07,1,0,-1,0,none
4,T05,E13,resource_manager,maintain,A08|A05,0,-2,1,0,critical
5,T05,E07,recorder,wrong,A02|A19,0,-3,1,2,critical
6,T08,E16,recorder,maintain,A03|A09,0,-1,1,0,critical
1,T02,E20,resource_manager,complete,A24|A16,1,0,0,0,none
2,T01,E26,recorder,complete,A02|A17,1,0,0,0,none
3,T04,E15,operator,complete,A10|A13,1,0,0,0,none
4,T03,E12,operator,maintain,A22|A14,0,-1,1,0,critical
5,T10,E25,recorder,complete,A12|A03,1,0,-1,0,none
6,T08,E03,recorder,complete,A19,1,0,0,0,none
7,T17,E05,safety_officer,wrong,A07|A09,0,-2,1,1,critical
8,T08,E16,resource_manager,complete,A05|A06,1,0,-1,0,none
1,T14,E26,recorder,complete,A22|A09,1,0,0,0,none
2,T14,E03,recorder,complete,A05|A17,1,0,0,0,none
3,T10,E25,operator,complete,A11|A10,1,0,0,0,none
4,T11,E12,safety_officer,wrong,A06|A01,0,-2,1,1,critical
5,T05,E07,operator,complete,A13|A15,1,0,-1,0,none
6,T12,E04,recorder,complete,A16|A20,1,0,0,0,none
7,T17,E07,safety_officer,maintain,A07|A18,0,-1,1,0,critical
8,T08,E22,recorder,maintain,A03|A19,0,-1,1,0,critical
1,T02,E18,resource_manager,maintain,A24|A18,0,-1,1,0,critical
2,T02,E10,resource_manager,complete,A04|A11,1,0,-1,0,none
3,T07,E26,recorder,complete,A19|A03,1,0,0,0,none
4,T05,E13,safety_officer,complete,A07|A09,1,0,0,0,none
5,T11,E18,operator,complete,A10|A17,1,0,0,0,none
6,T18,E36,recorder,complete,A20|A22,1,0,0,0,none
7,T17,E07,safety_officer,wrong,A08|A06,0,-2,1,1,critical
8,T18,E18,resource_manager,wrong,A12|A05,0,-3,1,2,critical
1,T02,E25,resource_manager,complete,A11|A12,1,0,0,0,none
2,T13,E04,safety_officer,maintain,A09|A08,0,-1,1,0,critical
3,T03,E21,operator,maintain,A16|A15,0,-1,1,0,critical
4,T07,E18,recorder,complete,A22|A19,1,0,-1,0,none
5,T07,E18,safety_officer,maintain,A18|A02,0,-1,1,0,critical
6,T08,E03,resource_manager,complete,A05|A13,1,0,-1,0,none
7,T17,E13,safety_officer,complete,A07|A06,1,0,-1,0,none
8,T12,E16,recorder,complete,A23|A20,1,0,0,0,none
1,T06,E29,resource_manager,wrong,A11|A07,0,-4,1,2,critical
2,T06,E09,safety_officer,maintain,A09|A23,0,-2,1,0,critical
3,T10,E20,recorder,complete,A12|A17,1,0,-1,0,none
4,T04,E14,safety_officer,wrong,A13|A02,0,-2,1,1,critical
1,T13,E14,safety_officer,complete,A08|A04,1,0,0,0,none
2,T01,E26,recorder,complete,A19|A03,1,0,0,0,none
3,T10,E20,resource_manager,complete,A12|A11,1,0,0,0,none
4,T10,E25,operator,complete,A24|A10,1,0,0,0,none
5,T10,E25,recorder,wrong,A22|A17,0,-2,1,1,critical
6,T18,E26,resource_manager,maintain,A05|A18,0,-1,1,0,critical
7,T17,E07,safety_officer,complete,A01|A07,1,0,-1,0,none
8,T12,E28,resource_manager,complete,A16|A20,1,0,-1,0,none
1,T06,E09,resource_manager,complete,A12|A11,1,0,0,0,none
2,T01,E03,recorder,maintain,A17|A03,0,-1,1,0,exposed
3,T05,E07,operator,maintain,A15|A09,0,-1,1,0,critical
4,T11,E20,operator,wrong,A14|A04,0,-3,1,2,critical
5,T03,E17,safety_officer,wrong,A08|A18,0,-4,1,2,critical
1,T14,E24,recorder,complete,A03,1,0,0,0,none
2,T09,E16,safety_officer,complete,A23|A09,1,0,0,0,none
3,T05,E07,safety_officer,complete,A01|A07,1,0,0,0,none
4,T04,E23,resource_manager,wrong,A05|A12,0,-4,1,2,critical
5,T05,E07,operator,wrong,A14|A10,0,-3,1,2,critical
1,T09,E08,safety_officer,complete,A01|A06,1,0,0,0,none
2,T13,E13,resource_manager,maintain,A08|A11,0,-2,1,0,critical
3,T07,E18,recorder,complete,A17|A03,1,0,-1,0,none
4,T03,E12,operator,complete,A10|A14,1,0,0,0,none
5,T07,E18,safety_officer,maintain,A09|A24,0,-1,1,0,critical
6,T08,E11,recorder,complete,A02|A05,1,0,-1,0,none
7,T16,E15,safety_officer,complete,A07|A23,1,0,0,0,none
8,T18,E26,recorder,complete,A19|A22,1,0,0,0,none
1,T01,E26,recorder,complete,A02|A22,1,0,0,0,none
2,T01,E24,recorder,maintain,A20|A18,0,-1,1,0,exposed
3,T03,E18,recorder,complete,A17|A24,1,0,-1,0,none
4,T05,E07,resource_manager,complete,A01|A05,1,0,-1,0,none
5,T05,E13,safety_officer,maintain,A08|A09,0,-2,1,0,critical
6,T08,E16,safety_officer,complete,A06|A23,1,0,-1,0,none
7,T17,E07,safety_officer,complete,A13|A07,1,0,0,0,none
8,T18,E18,recorder,complete,A03|A22,1,0,0,0,none
1,T09,E16,safety_officer,complete,A23|A06,1,0,0,0,none
2,T01,E03,recorder,complete,A05|A22,1,0,0,0,none
3,T07,E26,recorder,complete,A17|A09,1,0,0,0,none
4,T07,E26,operator,wrong,A15|A04,0,-2,1,1,critical
5,T10,E18,recorder,complete,A03|A11,1,0,-1,0,none
6,T18,E18,recorder,maintain,A20|A18,0,-1,1,0,critical
7,T15,E13,safety_officer,maintain,A08|A13,0,-2,1,0,critical
8,T08,E22,recorder,wrong,A02|A19,0,-3,1,2,critical
1,T06,E29,safety_officer,complete,A10|A08,1,0,0,0,none
2,T14,E34,recorder,maintain,A17|A22,0,-1,1,0,exposed
3,T05,E13,operator,complete,A07|A15,1,0,-1,0,none
4,T11,E25,operator,complete,A11|A14,2,0,-1,0,none
5,T07,E26,recorder,complete,A19|A03,1,0,0,0,none
6,T12,E16,safety_officer,complete,A23|A06,1,0,0,0,none
7,T17,E14,safety_officer,complete,A04|A09,1,0,0,0,none
8,T18,E36,recorder,complete,A20|A02,1,0,0,0,none
1,T13,E05,recorder,complete,A04|A19,1,0,0,0,none
2,T13,E13,resource_manager,wrong,A12|A21,0,-4,1,2,critical
3,T04,E06,safety_officer,maintain,A09|A13,0,-2,1,0,critical
4,T05,E07,safety_officer,maintain,A07|A18,0,-1,1,0,critical
5,T04,E06,safety_officer,complete,A23|A08,1,0,-1,0,none
1,T13,E04,resource_manager,complete,A01|A16,1,0,0,0,none
2,T02,E25,resource_manager,complete,A24|A11,1,0,0,0,none
3,T10,E21,operator,wrong,A15|A14,0,-2,1,1,critical
4,T05,E13,safety_officer,maintain,A08|A13,0,-2,1,0,critical
5,T05,E13,safety_officer,maintain,A09|A06,0,-2,1,0,critical
6,T08,E11,resource_manager,complete,A05|A12,1,0,-1,0,none
7,T15,E13,safety_officer,complete,A07|A18,1,0,-1,0,none
8,T18,E26,recorder,complete,A22|A03,1,0,-1,0,none
1,T09,E08,resource_manager,complete,A24|A16,1,0,0,0,none
2,T14,E23,safety_officer,complete,A06|A09,1,0,0,0,none
3,T04,E23,safety_officer,wrong,A13|A07,0,-4,1,2,critical
4,T03,E17,operator,complete,A10|A17,1,0,-1,0,none
5,T11,E18,recorder,complete,A22|A03,1,0,0,0,none
6,T08,E11,recorder,complete,A02|A20,1,0,0,0,none
7,T15,E14,safety_officer,complete,A08|A23,1,0,0,0,none
8,T18,E36,recorder,complete,A17|A19,1,0,0,0,none
1,T02,E25,resource_manager,complete,A11|A04,1,0,0,0,none
2,T13,E14,recorder,maintain,A17|A09,0,-1,1,0,critical
3,T07,E26,recorder,complete,A19|A22,1,0,-1,0,none
4,T05,E07,operator,complete,A13|A15,1,0,0,0,none
5,T05,E13,resource_manager,wrong,A05|A12,0,-4,1,2,critical
6,T18,E26,recorder,complete,A02|A20,1,0,-1,0,none
7,T17,E07,safety_officer,complete,A01|A07,1,0,0,0,none
8,T08,E03,safety_officer,wrong,A13|A06,0,-1,1,1,exposed
1,T02,E20,resource_manager,complete,A11|A12,1,0,0,0,none
2,T06,E29,safety_officer,complete,A09|A23,1,0,0,0,none
3,T11,E25,recorder,wrong,A03|A22,0,-2,1,1,critical
4,T05,E13,safety_officer,complete,A07|A01,1,0,-1,0,none
5,T10,E18,recorder,complete,A17|A24,1,0,0,0,none
6,T18,E18,operator,complete,A10|A18,1,0,0,0,none
7,T17,E07,safety_officer,complete,A13|A08,1,0,0,0,none
8,T18,E18,safety_officer,maintain,A09|A06,0,-1,1,0,critical
1,T06,E09,resource_manager,complete,A12|A09,1,0,0,0,none
2,T14,E23,recorder,complete,A23|A19,1,0,0,0,none
3,T11,E08,recorder,complete,A11|A22,1,0,0,0,none
4,T11,E12,operator,complete,A10|A17,1,0,0,0,none
5,T05,E07,safety_officer,complete,A13|A07,1,0,0,0,none
6,T18,E36,recorder,complete,A20|A02,1,0,0,0,none
7,T16,E17,safety_officer,wrong,A06|A08,0,-3,1,1,critical
8,T12,E16,resource_manager,complete,A05|A06,1,0,-1,0,none
1,T06,E29,safety_officer,complete,A09|A18,1,0,0,0,none
2,T06,E09,recorder,maintain,A11|A03,0,-2,1,0,critical
3,T04,E06,operator,complete,A06|A04,1,0,-1,0,none
4,T04,E23,safety_officer,complete,A08|A19,1,0,0,0,none
5,T03,E18,operator,complete,A10|A17,1,0,0,0,none
6,T08,E22,recorder,wrong,A02,0,-2,1,1,exposed
7,T15,E14,resource_manager,wrong,A16|A12,0,-2,1,1,critical
8,T12,E28,resource_manager,complete,A24|A05,1,0,-1,0,none
1,T06,E09,safety_officer,wrong,A08|A07,0,-3,1,1,critical
2,T14,E24,recorder,complete,A22|A17,1,0,-1,0,none
3,T11,E17,operator,complete,A10|A14,1,0,0,0,none
4,T05,E07,safety_officer,complete,A13|A19,1,0,0,0,none
5,T10,E25,resource_manager,complete,A24|A11,1,0,0,0,none
6,T18,E36,resource_manager,wrong,A12|A16,0,-1,1,1,exposed
7,T17,E23,safety_officer,complete,A23|A09,1,0,-1,0,none
8,T08,E16,recorder,maintain,A02|A18,0,-1,1,0,exposed
1,T01,E34,recorder,maintain,A03|A01,0,-1,1,0,exposed
2,T14,E24,recorder,complete,A22,1,0,-1,0,none
3,T07,E26,resource_manager,wrong,A12|A11,0,-2,1,1,critical
4,T11,E18,safety_officer,wrong,A23|A06,0,-3,1,2,critical
5,T11,E21,operator,maintain,A10|A04,0,-1,1,0,critical
6,T08,E16,recorder,complete,A05|A17,1,0,-1,0,none
1,T13,E05,recorder,complete,A04|A02,1,0,0,0,none
2,T06,E29,recorder,maintain,A08|A17,0,-2,1,0,critical
3,T03,E12,resource_manager,wrong,A24|A11,0,-3,1,2,critical
4,T04,E13,safety_officer,complete,A07|A13,1,0,-1,0,none
5,T04,E23,safety_officer,complete,A06|A01,1,0,-1,0,none
6,T12,E16,resource_manager,complete,A05|A16,1,0,0,0,none
7,T17,E14,recorder,wrong,A19|A22,0,-2,1,1,critical
8,T18,E26,resource_manager,maintain,A09|A05,0,-1,1,0,critical
1,T13,E13,safety_officer,maintain,A08|A01,0,-2,1,0,critical
2,T01,E24,recorder,complete,A02,1,0,-1,0,none
3,T05,E13,operator,wrong,A10|A14,0,-4,1,2,critical
4,T11,E21,resource_manager,complete,A12|A21,1,0,-1,0,none
5,T10,E21,recorder,wrong,A17|A20,0,-2,1,1,critical
1,T14,E34,recorder,complete,A19|A17,1,0,0,0,none
2,T09,E08,resource_manager,wrong,A05|A12,0,-1,1,1,exposed
3,T05,E13,operator,maintain,A15|A09,0,-2,1,0,critical
4,T04,E13,operator,wrong,A04|A13,0,-4,1,2,critical
5,T05,E13,operator,wrong,A10|A14,0,-4,1,2,critical
1,T14,E24,recorder,complete,A22|A09,1,0,0,0,none
2,T01,E18,recorder,maintain,A20|A18,0,-1,1,0,critical
3,T11,E12,recorder,maintain,A03|A24,0,-1,1,0,critical
4,T11,E18,resource_manager,maintain,A11|A05,0,-1,1,0,critical
5,T11,E20,operator,maintain,A10|A04,0,-1,1,0,critical
6,T18,E26,recorder,complete,A02,1,0,-1,0,none
7,T16,E17,safety_officer,complete,A17|A06,1,0,-1,0,none
8,T08,E11,recorder,complete,A19|A23,1,0,-1,0,none
1,T14,E02,recorder,complete,A19|A22,1,0,0,0,none
2,T09,E21,resource_manager,complete,A12|A01,1,0,0,0,none
3,T04,E15,safety_officer,complete,A07|A08,1,0,0,0,none
4,T10,E20,resource_manager,complete,A24|A03,1,0,0,0,none
5,T04,E14,operator,complete,A04|A13,2,0,0,0,none
6,T08,E22,resource_manager,complete,A05|A09,1,0,0,0,none
7,T17,E14,safety_officer,wrong,A18|A23,0,-2,1,1,critical
8,T08,E11,recorder,complete,A02|A20,1,0,-1,0,none
1,T01,E24,recorder,complete,A19|A03,1,0,0,0,none
2,T06,E29,recorder,complete,A09|A17,1,0,0,0,none
3,T07,E26,recorder,complete,A22|A20,1,0,0,0,none
4,T04,E06,operator,wrong,A06|A10,0,-3,1,1,critical
5,T03,E18,resource_manager,maintain,A11|A16,0,-1,1,0,critical
6,T18,E18,safety_officer,maintain,A18|A08,0,-1,1,0,critical
7,T16,E15,safety_officer,complete,A07|A23,1,0,-1,0,none
8,T08,E22,resource_manager,complete,A05|A02,1,0,-1,0,none
1,T01,E18,operator,complete,A10|A04,1,0,0,0,none
2,T14,E02,resource_manager,complete,A05|A12,1,0,0,0,none
3,T05,E07,recorder,complete,A13|A19,1,0,0,0,none
4,T11,E08,resource_manager,complete,A11|A16,1,0,0,0,none
5,T04,E05,safety_officer,wrong,A06|A18,0,-2,1,1,critical
6,T18,E18,recorder,complete,A03|A17,1,0,-1,0,none
7,T15,E13,safety_officer,complete,A07|A09,1,0,0,0,none
8,T08,E11,recorder,complete,A02|A23,1,0,0,0,none
1,T01,E03,recorder,maintain,A17|A20,0,-1,1,0,exposed
2,T01,E03,recorder,complete,A02,1,0,-1,0,none
3,T10,E18,operator,complete,A03|A04,1,0,-1,0,none
4,T07,E18,resource_manager,complete,A22|A11,1,0,0,0,none
5,T04,E14,safety_officer,complete,A08|A09,1,0,0,0,none
6,T08,E22,resource_manager,complete,A05|A13,1,0,0,0,none
7,T17,E23,safety_officer,complete,A06|A23,1,0,0,0,none
8,T18,E18,resource_manager,complete,A10|A24,1,0,0,0,none
1,T02,E18,recorder,complete,A03|A10,1,0,0,0,none
2,T06,E29,resource_manager,wrong,A12|A11,0,-4,1,2,critical
3,T05,E07,operator,complete,A13|A15,1,0,-1,0,none
4,T04,E14,resource_manager,complete,A08|A05,1,0,0,0,none
5,T05,E07,safety_officer,maintain,A07|A09,0,-1,1,0,critical
6,T08,E03,recorder,complete,A02|A19,1,0,-1,0,none
7,T17,E05,safety_officer,wrong,A06|A18,0,-2,1,1,critical
8,T08,E22,recorder,maintain,A22|A17,0,-1,1,0,critical
1,T02,E25,resource_manager,complete,A11|A12,1,0,0,0,none
2,T02,E21,recorder,maintain,A16|A03,0,-1,1,0,critical
3,T11,E21,recorder,wrong,A19|A20,0,-3,1,2,critical
4,T03,E21,operator,wrong,A04|A14,0,-3,1,2,critical
1,T14,E24,recorder,complete,A03|A17,1,0,0,0,none
2,T06,E09,resource_manager,maintain,A11|A05,0,-2,1,0,critical
3,T04,E05,recorder,maintain,A02|A20,0,-1,1,0,critical
4,T04,E05,safety_officer,maintain,A13|A23,0,-1,1,0,critical
5,T05,E07,safety_officer,complete,A01|A09,1,0,-1,0,none
6,T18,E26,recorder,complete,A19|A22,1,0,-1,0,none
7,T15,E13,safety_officer,maintain,A08|A18,0,-2,1,0,critical
8,T18,E26,resource_manager,maintain,A09|A12,0,-1,1,0,critical
1,T01,E26,recorder,complete,A02,1,0,0,0,none
2,T06,E29,resource_manager,maintain,A08|A12,0,-2,1,0,critical
3,T11,E12,recorder,maintain,A03|A20,0,-1,1,0,critical
4,T07,E26,recorder,complete,A19|A22,1,0,-1,0,none
5,T04,E23,safety_officer,complete,A23|A01,1,0,-1,0,none
6,T08,E16,recorder,complete,A05|A17,1,0,0,0,none
7,T17,E05,safety_officer,complete,A04|A13,1,0,0,0,none
8,T18,E18,safety_officer,complete,A10|A18,1,0,0,0,none
1,T09,E08,resource_manager,complete,A24|A11,1,0,0,0,none
2,T06,E29,recorder,complete,A10|A17,1,0,0,0,none
3,T11,E17,operator,maintain,A14|A09,0,-2,1,0,critical
4,T05,E07,safety_officer,complete,A01|A07,1,0,-1,0,none
5,T11,E33,safety_officer,complete,A12|A06,1,0,0,0,none
6,T18,E26,recorder,complete,A22|A20,1,0,0,0,none
7,T15,E05,safety_officer,complete,A04|A23,1,0,0,0,none
8,T12,E28,safety_officer,maintain,A18|A08,0,-1,1,0,critical
1,T02,E25,resource_manager,complete,A24|A04,1,0,0,0,none
2,T01,E03,recorder,complete,A02|A17,1,0,0,0,none
3,T07,E18,recorder,complete,A22|A09,1,0,0,0,none
4,T07,E26,operator,complete,A19|A10,1,0,0,0,none
5,T07,E26,recorder,complete,A03|A05,1,0,0,0,none
6,T08,E16,safety_officer,complete,A23|A01,1,0,0,0,none
7,T15,E05,safety_officer,maintain,A13,0,-1,1,0,critical
8,T18,E36,resource_manager,complete,A20|A16,1,0,-1,0,none
1,T02,E21,resource_manager,complete,A11|A04,1,0,0,0,none
2,T01,E03,recorder,maintain,A17|A03,0,-1,1,0,exposed
3,T05,E07,safety_officer,complete,A01|A13,1,0,-1,0,none
4,T03,E20,resource_manager,complete,A24|A22,1,0,-1,0,none
5,T11,E17,safety_officer,maintain,A09|A12,0,-2,1,0,critical
6,T12,E16,resource_manager,complete,A05|A06,1,0,-1,0,none
7,T15,E14,safety_officer,complete,A08|A07,1,0,0,0,none
8,T08,E22,recorder,maintain,A22|A02,0,-1,1,0,exposed
1,T01,E26,recorder,complete,A19|A05,1,0,0,0,none
2,T09,E16,recorder,complete,A23|A20,1,0,0,0,none
3,T11,E12,recorder,complete,A17|A22,1,0,0,0,none
4,T11,E25,operator,complete,A24|A10,1,0,0,0,none
5,T03,E20,safety_officer,wrong,A13|A06,0,-2,1,1,critical
6,T08,E16,safety_officer,maintain,A09|A18,0,-1,1,0,critical
7,T17,E13,safety_officer,complete,A07,1,0,-1,0,none
8,T18,E18,resource_manager,complete,A03|A11,1,0,-1,0,none
1,T09,E08,recorder,maintain,A16|A03,0,-1,1,0,exposed
2,T02,E21,resource_manager,complete,A11|A04,1,0,-1,0,none
3,T04,E14,safety_officer,complete,A08|A09,1,0,-1,0,none
4,T05,E13,safety_officer,wrong,A01|A13,0,-4,1,2,critical
5,T04,E13,operator,wrong,A14|A10,0,-4,1,2,critical
1,T13,E01,resource_manager,maintain,A24|A18,0,-1,1,0,exposed
2,T01,E18,operator,complete,A10|A14,1,0,-1,0,none
3,T04,E15,safety_officer,maintain,A08|A09,0,-2,1,0,critical
4,T10,E20,recorder,maintain,A17|A03,0,-1,1,0,critical
5,T03,E15,operator,wrong,A15,0,-4,1,2,critical
1,T01,E02,recorder,complete,A19|A09,1,0,0,0,none
2,T02,E25,resource_manager,complete,A24|A16,1,0,0,0,none
3,T07,E26,operator,complete,A02|A15,1,0,0,0,none
4,T05,E13,safety_officer,complete,A07|A01,1,0,0,0,none
5,T10,E21,operator,complete,A11|A10,1,0,0,0,none
6,T12,E04,safety_officer,maintain,A18|A23,0,-1,1,0,critical
7,T16,E06,safety_officer,complete,A06,1,0,-1,0,none
8,T08,E16,resource_manager,complete,A05|A20,1,0,0,0,none
1,T13,E05,resource_manager,complete,A04|A05,1,0,0,0,none
2,T02,E18,recorder,complete,A17|A03,1,0,0,0,none
3,T04,E23,safety_officer,complete,A23|A01,1,0,0,0,none
4,T07,E18,operator,complete,A10|A11,1,0,0,0,none
5,T03,E18,resource_manager,maintain,A24|A12,0,-1,1,0,critical
6,T12,E16,safety_officer,maintain,A18|A09,0,-1,1,0,critical
7,T17,E05,safety_officer,maintain,A13|A07,0,-1,1,0,critical
8,T08,E22,recorder,maintain,A22|A02,0,-1,1,0,critical
1,T09,E33,resource_manager,complete,A12|A24,1,0,0,0,none
2,T06,E29,resource_manager,complete,A10|A11,1,0,0,0,none
3,T04,E05,operator,complete,A04|A13,2,0,0,0,none
4,T05,E07,safety_officer,complete,A01|A09,1,0,0,0,none
5,T04,E15,operator,wrong,A14|A19,0,-4,1,2,critical
6,T12,E16,resource_manager,complete,A05|A06,1,0,-1,0,none
7,T17,E23,safety_officer,complete,A08|A23,1,0,0,0,none
8,T18,E26,recorder,complete,A02|A17,1,0,0,0,none
1,T09,E16,recorder,maintain,A22|A03,0,-1,1,0,exposed
2,T09,E33,recorder,wrong,A17|A19,0,-2,1,1,critical
3,T04,E05,operator,complete,A04|A05,1,0,-1,0,none
4,T07,E26,operator,wrong,A15|A14,0,-2,1,1,critical
5,T07,E26,safety_officer,complete,A02|A08,1,0,-1,0,none
6,T12,E04,resource_manager,complete,A16|A11,1,0,-1,0,none
7,T16,E12,safety_officer,maintain,A09|A06,0,-1,1,0,critical
8,T08,E03,recorder,maintain,A17|A13,0,-1,1,0,critical
1,T09,E08,recorder,maintain,A03|A02,0,-1,1,0,exposed
2,T14,E23,safety_officer,complete,A06|A23,1,0,-1,0,none
3,T07,E26,operator,complete,A22|A15,1,0,-1,0,none
4,T07,E26,operator,wrong,A04|A14,0,-2,1,1,critical
5,T10,E21,resource_manager,complete,A12|A11,1,0,-1,0,none
6,T08,E11,resource_manager,complete,A05|A13,1,0,0,0,none
7,T17,E23,safety_officer,maintain,A01,0,-2,1,0,critical
8,T12,E28,resource_manager,complete,A24|A16,1,0,-1,0,none
1,T01,E26,resource_manager,maintain,A05|A09,0,-1,1,0,critical
2,T14,E23,safety_officer,complete,A08|A07,1,0,-1,0,none
3,T11,E17,operator,complete,A17|A14,1,0,0,0,none
4,T07,E18,recorder,complete,A03|A02,1,0,0,0,none
5,T05,E07,operator,complete,A13|A15,2,0,0,0,none
6,T12,E04,resource_manager,complete,A16|A24,1,0,0,0,none
7,T17,E05,safety_officer,complete,A04|A18,1,0,0,0,none
8,T12,E16,recorder,complete,A23|A22,1,0,0,0,none
1,T09,E21,resource_manager,complete,A12|A10,1,0,0,0,none
2,T01,E02,recorder,complete,A19|A09,1,0,0,0,none
3,T11,E33,operator,maintain,A16|A15,0,-1,1,0,exposed
4,T07,E18,recorder,complete,A03|A22,1,0,-1,0,none
5,T03,E06,operator,maintain,A04|A24,0,-2,1,0,critical
6,T18,E18,recorder,maintain,A20|A11,0,-1,1,0,critical
7,T17,E13,safety_officer,complete,A07|A08,1,0,-1,0,none
8,T08,E11,resource_manager,complete,A05|A06,1,0,-1,0,none
1,T02,E21,resource_manager,complete,A24|A11,1,0,0,0,none
2,T09,E08,recorder,maintain,A17|A22,0,-1,1,0,exposed
3,T11,E18,operator,complete,A10|A20,2,0,-1,0,none
4,T11,E33,resource_manager,complete,A06|A16,1,0,-1,0,none
5,T11,E33,operator,wrong,A15|A04,0,-2,1,1,exposed
6,T08,E11,safety_officer,maintain,A09|A07,0,-2,1,0,critical
7,T17,E14,safety_officer,complete,A08|A18,1,0,-1,0,none
8,T18,E36,recorder,complete,A03|A18,1,0,-1,0,none
1,T02,E10,recorder,wrong,A03|A19,0,-1,1,1,exposed
2,T09,E08,recorder,maintain,A17,0,-1,1,0,critical
3,T07,E26,safety_officer,maintain,A09|A07,0,-1,1,0,critical
4,T07,E18,operator,complete,A10|A11,1,0,-1,0,none
5,T03,E18,safety_officer,maintain,A18|A12,0,-1,1,0,critical
6,T18,E36,recorder,complete,A20|A02,1,0,-1,0,none
7,T16,E17,safety_officer,maintain,A14|A08,0,-2,1,0,critical
8,T18,E36,resource_manager,complete,A22|A24,1,0,-1,0,none
1,T02,E20,recorder,complete,A11|A22,1,0,0,0,none
2,T14,E14,operator,complete,A04|A15,1,0,0,0,none
3,T07,E18,recorder,wrong,A19|A02,0,-2,1,1,critical
4,T04,E06,operator,wrong,A23|A10,0,-4,1,2,critical
5,T04,E23,safety_officer,maintain,A09|A13,0,-2,1,0,critical
1,T14,E34,recorder,complete,A05|A17,1,0,0,0,none
2,T06,E09,resource_manager,maintain,A24|A16,0,-2,1,0,critical
3,T10,E18,recorder,complete,A22|A03,1,0,-1,0,none
4,T11,E21,safety_officer,wrong,A01|A09,0,-2,1,1,critical
5,T07,E18,recorder,maintain,A20|A19,0,-1,1,0,critical
6,T12,E28,safety_officer,maintain,A18|A07,0,-1,1,0,critical
7,T15,E05,recorder,complete,A04|A02,1,0,-1,0,none
1,T14,E34,recorder,complete,A19|A01,1,0,0,0,none
2,T06,E09,safety_officer,maintain,A09|A08,0,-2,1,0,critical
3,T11,E33,resource_manager,complete,A06|A11,1,0,-1,0,none
4,T11,E08,recorder,maintain,A22|A17,0,-1,1,0,exposed
5,T04,E13,operator,complete,A07|A04,1,0,-1,0,none
6,T18,E18,resource_manager,complete,A10|A24,1,0,-1,0,none
7,T17,E13,safety_officer,wrong,A13|A23,0,-4,1,2,critical
8,T12,E28,resource_manager,complete,A16|A05,1,0,-1,0,none
1,T01,E24,resource_manager,complete,A05|A24,1,0,0,0,none
2,T02,E18,recorder,complete,A10|A19,1,0,0,0,none
3,T05,E07,safety_officer,complete,A13|A07,1,0,0,0,none
4,T10,E18,resource_manager,complete,A03|A11,1,0,0,0,none
5,T04,E05,recorder,maintain,A02|A20,0,-1,1,0,critical
6,T18,E26,recorder,complete,A22|A09,1,0,-1,0,none
7,T16,E12,safety_officer,wrong,A18|A01,0,-2,1,1,critical
8,T12,E04,resource_manager,complete,A16|A06,1,0,-1,0,none
1,T06,E09,resource_manager,complete,A12|A24,1,0,0,0,none
2,T01,E34,recorder,complete,A02|A01,1,0,0,0,none
3,T03,E17,operator,complete,A10|A14,1,0,0,0,none
4,T05,E07,resource_manager,maintain,A05|A07,0,-1,1,0,critical
5,T04,E13,safety_officer,maintain,A08|A13,0,-2,1,0,critical
6,T18,E18,recorder,complete,A17|A20,1,0,-1,0,none
7,T17,E14,safety_officer,maintain,A09|A18,0,-1,1,0,critical
8,T18,E36,recorder,complete,A20|A03,1,0,-1,0,none
1,T02,E18,recorder,complete,A17|A20,1,0,0,0,none
2,T02,E10,resource_manager,maintain,A16|A09,0,-1,1,0,exposed
3,T11,E18,recorder,complete,A03|A19,1,0,-1,0,none
4,T03,E15,safety_officer,complete,A07|A08,1,0,-1,0,none
5,T11,E17,operator,maintain,A14|A11,0,-2,1,0,critical
6,T18,E36,recorder,complete,A22|A02,1,0,-1,0,none
