mode,team,strategy_id,strategy_name,event_id,event_name,appearances,full_rate,partial_rate,contained_rate,error_rate,blatant_rate,major_rate
standard,safe+safe,none,无策略,E07,地面少量液体洒漏,570,0.2632,0.4526,0.1842,0.1,0.0,0.0
standard,safe+safe,none,无策略,E08,玻璃器皿出现裂纹,1621,0.2301,0.269,0.2924,0.2085,0.0,0.0
standard,safe+safe,none,无策略,E09,气瓶未固定,576,0.191,0.3003,0.3056,0.2031,0.0,0.0
standard,safe+safe,none,无策略,E10,通风橱内堆放过多物品,808,0.4356,0.2661,0.2649,0.0334,0.0,0.0
standard,safe+safe,none,无策略,E11,废液混放产生异常气味,912,0.1996,0.2599,0.3048,0.2357,0.0,0.0
standard,safe+safe,none,无策略,E12,加热装置无人值守,1195,0.2134,0.2845,0.2904,0.2117,0.0,0.0
standard,safe+safe,none,无策略,E13,皮肤接触腐蚀性液体,1273,0.205,0.4784,0.0,0.0,0.3166,0.0
standard,safe+safe,none,无策略,E14,容器内压力异常升高,1211,0.2081,0.2857,0.2989,0.2073,0.0,0.0
standard,safe+safe,none,无策略,E15,实验台出现小型明火,802,0.2768,0.409,0.0,0.0,0.3142,0.0
standard,safe+safe,none,无策略,E16,刺激性气味明显增强,1756,0.3986,0.135,0.4345,0.0319,0.0,0.0
teaching,balanced+balanced,none,无策略,E01,未佩戴护目镜,1015,0.2384,0.5005,0.1113,0.1498,0.0,0.0
teaching,balanced+balanced,none,无策略,E02,试剂瓶标签模糊,1054,0.2068,0.462,0.1499,0.1812,0.0,0.0
teaching,balanced+balanced,none,无策略,E03,实验台杂乱,1603,0.2052,0.4454,0.1591,0.1903,0.0,0.0
teaching,balanced+balanced,none,无策略,E04,废液桶未及时封口,941,0.44,0.2837,0.2051,0.0712,0.0,0.0
teaching,balanced+balanced,none,无策略,E05,挥发性溶剂在开放环境中转移,1249,0.2426,0.5276,0.1505,0.0793,0.0,0.0
teaching,balanced+balanced,none,无策略,E06,有机溶剂附近存在火源,956,0.272,0.2531,0.3054,0.1695,0.0,0.0
teaching,balanced+balanced,none,无策略,E07,地面少量液体洒漏,607,0.2801,0.4415,0.196,0.0824,0.0,0.0
teaching,balanced+balanced,none,无策略,E08,玻璃器皿出现裂纹,1623,0.2458,0.2674,0.3068,0.1799,0.0,0.0
teaching,balanced+balanced,none,无策略,E09,气瓶未固定,598,0.2107,0.2793,0.3127,0.1973,0.0,0.0
teaching,balanced+balanced,none,无策略,E10,通风橱内堆放过多物品,813,0.4219,0.3137,0.2312,0.0332,0.0,0.0
teaching,balanced+balanced,none,无策略,E11,废液混放产生异常气味,940,0.2011,0.3191,0.3032,0.1766,0.0,0.0
teaching,balanced+balanced,none,无策略,E12,加热装置无人值守,1190,0.2227,0.2689,0.3202,0.1882,0.0,0.0
teaching,balanced+balanced,none,无策略,E13,皮肤接触腐蚀性液体,1295,0.2664,0.5112,0.0,0.0,0.2224,0.0
teaching,balanced+balanced,none,无策略,E14,容器内压力异常升高,1243,0.2494,0.2816,0.313,0.1561,0.0,0.0
teaching,balanced+balanced,none,无策略,E15,实验台出现小型明火,819,0.2955,0.4505,0.0,0.0,0.254,0.0
teaching,balanced+balanced,none,无策略,E16,刺激性气味明显增强,1782,0.4113,0.1543,0.4113,0.023,0.0,0.0
challenge,balanced+balanced,none,无策略,E01,未佩戴护目镜,1106,0.2251,0.5172,0.1076,0.1501,0.0,0.0
challenge,balanced+balanced,none,无策略,E02,试剂瓶标签模糊,1143,0.1916,0.4786,0.1286,0.2012,0.0,0.0
challenge,balanced+balanced,none,无策略,E03,实验台杂乱,1553,0.2247,0.4321,0.1481,0.1951,0.0,0.0
challenge,balanced+balanced,none,无策略,E04,废液桶未及时封口,1027,0.4781,0.2863,0.1801,0.0555,0.0,0.0
challenge,balanced+balanced,none,无策略,E05,挥发性溶剂在开放环境中转移,1340,0.2246,0.4791,0.1433,0.153,0.0,0.0
challenge,balanced+balanced,none,无策略,E06,有机溶剂附近存在火源,1035,0.1836,0.2251,0.4058,0.1855,0.0,0.0
challenge,balanced+balanced,none,无策略,E07,地面少量液体洒漏,830,0.2494,0.4157,0.1867,0.1482,0.0,0.0
challenge,balanced+balanced,none,无策略,E08,玻璃器皿出现裂纹,1613,0.2083,0.2573,0.2722,0.2622,0.0,0.0
challenge,balanced+balanced,none,无策略,E09,气瓶未固定,788,0.1548,0.2208,0.2843,0.3401,0.0,0.0
challenge,balanced+balanced,none,无策略,E10,通风橱内堆放过多物品,987,0.3799,0.308,0.2563,0.0557,0.0,0.0
challenge,balanced+balanced,none,无策略,E11,废液混放产生异常气味,1073,0.1398,0.2451,0.3308,0.2842,0.0,0.0
challenge,balanced+balanced,none,无策略,E12,加热装置无人值守,1343,0.1727,0.2606,0.2889,0.2777,0.0,0.0
challenge,balanced+balanced,none,无策略,E13,皮肤接触腐蚀性液体,1418,0.2257,0.4372,0.0,0.0,0.3371,0.0
challenge,balanced+balanced,none,无策略,E14,容器内压力异常升高,1350,0.1696,0.2422,0.297,0.2911,0.0,0.0
challenge,balanced+balanced,none,无策略,E15,实验台出现小型明火,1010,0.2317,0.4347,0.0,0.0,0.3337,0.0
challenge,balanced+balanced,none,无策略,E16,刺激性气味明显增强,1748,0.345,0.1264,0.4651,0.0635,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E01,未佩戴护目镜,995,0.2462,0.4935,0.1216,0.1387,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E02,试剂瓶标签模糊,1027,0.1947,0.4343,0.1558,0.2152,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E03,实验台杂乱,1521,0.2156,0.4629,0.1348,0.1867,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E04,废液桶未及时封口,912,0.455,0.2774,0.1886,0.0789,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E05,挥发性溶剂在开放环境中转移,1273,0.26,0.487,0.1414,0.1115,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E06,有机溶剂附近存在火源,981,0.263,0.213,0.3456,0.1784,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E07,地面少量液体洒漏,627,0.2855,0.4386,0.1707,0.1053,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E08,玻璃器皿出现裂纹,1646,0.2467,0.271,0.2971,0.1853,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E09,气瓶未固定,588,0.2126,0.2789,0.2704,0.2381,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E10,通风橱内堆放过多物品,823,0.3949,0.3074,0.2576,0.0401,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E11,废液混放产生异常气味,971,0.1977,0.2884,0.2873,0.2266,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E12,加热装置无人值守,1221,0.2359,0.2719,0.2932,0.199,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E13,皮肤接触腐蚀性液体,1259,0.2375,0.5004,0.0,0.0,0.2621,0.0
standard,balanced+balanced,stable_management,稳健管理,E14,容器内压力异常升高,1264,0.2191,0.2642,0.322,0.1946,0.0,0.0
standard,balanced+balanced,stable_management,稳健管理,E15,实验台出现小型明火,807,0.3259,0.4102,0.0,0.0,0.2639,0.0
standard,balanced+balanced,stable_management,稳健管理,E16,刺激性气味明显增强,1786,0.3807,0.1344,0.4406,0.0442,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E01,未佩戴护目镜,1024,0.2588,0.4648,0.1143,0.1621,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E02,试剂瓶标签模糊,1029,0.1992,0.447,0.1429,0.2109,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E03,实验台杂乱,1521,0.213,0.4556,0.1545,0.1769,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E04,废液桶未及时封口,901,0.4451,0.2986,0.172,0.0844,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E05,挥发性溶剂在开放环境中转移,1251,0.2358,0.4884,0.1663,0.1095,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E06,有机溶剂附近存在火源,879,0.2639,0.2378,0.3242,0.1741,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E07,地面少量液体洒漏,583,0.2779,0.4082,0.2007,0.1132,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E08,玻璃器皿出现裂纹,1652,0.2464,0.2712,0.3051,0.1774,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E09,气瓶未固定,558,0.2097,0.2796,0.267,0.2437,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E10,通风橱内堆放过多物品,788,0.3972,0.3211,0.2538,0.0279,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E11,废液混放产生异常气味,885,0.2158,0.2701,0.2972,0.2169,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E12,加热装置无人值守,1161,0.2076,0.2756,0.3006,0.2162,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E13,皮肤接触腐蚀性液体,1276,0.2539,0.4812,0.0,0.0,0.2649,0.0
standard,balanced+balanced,efficiency_first,效率优先,E14,容器内压力异常升高,1200,0.2017,0.2858,0.3075,0.205,0.0,0.0
standard,balanced+balanced,efficiency_first,效率优先,E15,实验台出现小型明火,816,0.3125,0.4179,0.0,0.0,0.2696,0.0
standard,balanced+balanced,efficiency_first,效率优先,E16,刺激性气味明显增强,1684,0.3605,0.155,0.443,0.0416,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E01,未佩戴护目镜,974,0.2218,0.4949,0.1283,0.155,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E02,试剂瓶标签模糊,1032,0.2083,0.4903,0.1143,0.187,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E03,实验台杂乱,1494,0.2155,0.4665,0.1412,0.1767,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E04,废液桶未及时封口,895,0.4413,0.2704,0.2101,0.0782,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E05,挥发性溶剂在开放环境中转移,1236,0.2233,0.5283,0.1286,0.1197,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E06,有机溶剂附近存在火源,919,0.2709,0.2601,0.3014,0.1676,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E07,地面少量液体洒漏,615,0.2699,0.4114,0.2114,0.1073,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E08,玻璃器皿出现裂纹,1594,0.2371,0.2854,0.2942,0.1832,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E09,气瓶未固定,592,0.2399,0.2601,0.3041,0.1959,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E10,通风橱内堆放过多物品,844,0.3863,0.3365,0.2346,0.0427,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E11,废液混放产生异常气味,851,0.1927,0.3032,0.275,0.2291,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E12,加热装置无人值守,1167,0.2237,0.2819,0.2793,0.2151,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E13,皮肤接触腐蚀性液体,1248,0.2396,0.5192,0.0,0.0,0.2412,0.0
standard,balanced+balanced,standards_first,规范先行,E14,容器内压力异常升高,1215,0.2222,0.293,0.2856,0.1992,0.0,0.0
standard,balanced+balanced,standards_first,规范先行,E15,实验台出现小型明火,775,0.3406,0.4065,0.0,0.0,0.2529,0.0
standard,balanced+balanced,standards_first,规范先行,E16,刺激性气味明显增强,1716,0.3834,0.1451,0.4347,0.0367,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E01,未佩戴护目镜,1007,0.2403,0.4906,0.1152,0.1539,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E02,试剂瓶标签模糊,1058,0.2079,0.4121,0.1645,0.2155,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E03,实验台杂乱,1617,0.2066,0.4576,0.1354,0.2004,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E04,废液桶未及时封口,933,0.4073,0.3055,0.2176,0.0697,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E05,挥发性溶剂在开放环境中转移,1303,0.2809,0.4743,0.1612,0.0837,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E06,有机溶剂附近存在火源,931,0.2696,0.261,0.3179,0.1515,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E07,地面少量液体洒漏,601,0.2895,0.4393,0.188,0.0832,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E08,玻璃器皿出现裂纹,1573,0.2403,0.295,0.3001,0.1647,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E09,气瓶未固定,610,0.2016,0.3393,0.3082,0.1508,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E10,通风橱内堆放过多物品,837,0.3871,0.3369,0.2425,0.0335,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E11,废液混放产生异常气味,911,0.1965,0.2986,0.3019,0.2031,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E12,加热装置无人值守,1186,0.2032,0.3196,0.3035,0.1737,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E13,皮肤接触腐蚀性液体,1253,0.2785,0.5076,0.0,0.0,0.2139,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E14,容器内压力异常升高,1284,0.2383,0.2804,0.3123,0.169,0.0,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E15,实验台出现小型明火,766,0.3198,0.436,0.0,0.0,0.2441,0.0
standard,balanced+balanced,risk_isolation,风险隔离,E16,刺激性气味明显增强,1833,0.3759,0.1506,0.4441,0.0295,0.0,0.0
